      0,29: B1<-C11: target-info([day=1, hour=0, minute=0, total-minute=0, latitude=33.857143, longitude=128.358333, x=9, y=8, x-100=950, y-100=850, id=Seabreeze, entity-type=oil-tanker, value=10, speed=0.0, heading=90, direction=east, cargo=crude oil, country=South Korea, info-type=new-target, source-sensor=ais-sensor, port-achieved=false, port-id=none, previous-port=none])
      185,2031: B1<-C11: target-info([day=2, hour=22, minute=15, total-minute=2775, latitude=33.772571, longitude=127.290833, x=5, y=8, x-100=584, y-100=887, id=Seabreeze, entity-type=oil-tanker, value=10, speed=30.0, heading=248, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Jeju-si, previous-port=Nagasaki])
      185,2032: B1<-C11: target-info([day=2, hour=22, minute=15, total-minute=2775, latitude=33.585143, longitude=129.688333, x=14, y=9, x-100=1406, y-100=969, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=65, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      186,2041: B1<-C11: target-info([day=2, hour=22, minute=30, total-minute=2790, latitude=33.756571, longitude=127.24125, x=5, y=8, x-100=567, y-100=894, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=248, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Jeju-si, previous-port=Nagasaki])
      186,2042: B1<-C11: target-info([day=2, hour=22, minute=30, total-minute=2790, latitude=33.592, longitude=129.702917, x=14, y=9, x-100=1411, y-100=966, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=65, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      187,2051: B1<-C11: target-info([day=2, hour=22, minute=45, total-minute=2805, latitude=33.598857, longitude=129.7175, x=14, y=9, x-100=1416, y-100=963, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=65, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      187,2052: B1<-C11: target-info([day=2, hour=22, minute=45, total-minute=2805, latitude=33.740571, longitude=127.191667, x=5, y=9, x-100=550, y-100=901, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=248, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Jeju-si, previous-port=Nagasaki])
      188,2061: B1<-C11: target-info([day=2, hour=23, minute=0, total-minute=2820, latitude=33.724571, longitude=127.145, x=5, y=9, x-100=534, y-100=908, id=Seabreeze, entity-type=oil-tanker, value=10, speed=9.0, heading=244, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Jeju-si, previous-port=Nagasaki])
      188,2062: B1<-C11: target-info([day=2, hour=23, minute=0, total-minute=2820, latitude=33.605714, longitude=129.732083, x=14, y=9, x-100=1421, y-100=960, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=65, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      189,2071: B1<-C11: target-info([day=2, hour=23, minute=15, total-minute=2835, latitude=33.706286, longitude=127.098333, x=5, y=9, x-100=518, y-100=916, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=244, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Jeju-si, previous-port=Nagasaki])
      189,2072: B1<-C11: target-info([day=2, hour=23, minute=15, total-minute=2835, latitude=33.612571, longitude=129.746667, x=14, y=9, x-100=1426, y-100=957, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=65, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      190,2081: B1<-C11: target-info([day=2, hour=23, minute=30, total-minute=2850, latitude=33.619429, longitude=129.76125, x=14, y=9, x-100=1431, y-100=954, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=65, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      190,2082: B1<-C11: target-info([day=2, hour=23, minute=30, total-minute=2850, latitude=33.688, longitude=127.051667, x=5, y=9, x-100=502, y-100=924, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=244, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Jeju-si, previous-port=Nagasaki])
      191,2091: B1<-C11: target-info([day=2, hour=23, minute=45, total-minute=2865, latitude=33.626286, longitude=129.775833, x=14, y=9, x-100=1436, y-100=951, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=65, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      191,2092: B1<-C11: target-info([day=2, hour=23, minute=45, total-minute=2865, latitude=33.669714, longitude=127.005, x=4, y=9, x-100=486, y-100=932, id=Seabreeze, entity-type=oil-tanker, value=10, speed=18.0, heading=244, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Jeju-si, previous-port=Nagasaki])
      192,2102: B1<-C11: target-info([day=3, hour=0, minute=0, total-minute=2880, latitude=33.669714, longitude=127.005, x=4, y=9, x-100=486, y-100=932, id=Seabreeze, entity-type=oil-tanker, value=10, speed=0.0, heading=244, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Jeju-si, previous-port=Nagasaki])
      192,2103: B1<-C11: target-info([day=3, hour=0, minute=0, total-minute=2880, latitude=33.633143, longitude=129.790417, x=14, y=9, x-100=1441, y-100=948, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=65, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      193,2110: B1<-C11: target-info([day=3, hour=0, minute=15, total-minute=2895, latitude=33.64, longitude=129.805, x=14, y=9, x-100=1446, y-100=945, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=65, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      193,2111: B1<-C11: target-info([day=3, hour=0, minute=15, total-minute=2895, latitude=33.669714, longitude=127.005, x=4, y=9, x-100=486, y-100=932, id=Seabreeze, entity-type=oil-tanker, value=10, speed=0.0, heading=244, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Jeju-si, previous-port=Nagasaki])
      194,2118: B1<-C11: target-info([day=3, hour=0, minute=30, total-minute=2910, latitude=33.669714, longitude=127.005, x=4, y=9, x-100=486, y-100=932, id=Seabreeze, entity-type=oil-tanker, value=10, speed=0.0, heading=244, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Jeju-si, previous-port=Nagasaki])
      194,2119: B1<-C11: target-info([day=3, hour=0, minute=30, total-minute=2910, latitude=33.646857, longitude=129.819583, x=14, y=9, x-100=1451, y-100=942, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=65, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      195,2126: B1<-C11: target-info([day=3, hour=0, minute=45, total-minute=2925, latitude=33.653714, longitude=129.834167, x=14, y=9, x-100=1456, y-100=939, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=65, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      195,2127: B1<-C11: target-info([day=3, hour=0, minute=45, total-minute=2925, latitude=33.669714, longitude=127.005, x=4, y=9, x-100=486, y-100=932, id=Seabreeze, entity-type=oil-tanker, value=10, speed=0.0, heading=244, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Jeju-si, previous-port=Nagasaki])
      196,2134: B1<-C11: target-info([day=3, hour=1, minute=0, total-minute=2940, latitude=33.660571, longitude=129.84875, x=14, y=9, x-100=1461, y-100=936, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=65, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      196,2135: B1<-C11: target-info([day=3, hour=1, minute=0, total-minute=2940, latitude=33.669714, longitude=127.005, x=4, y=9, x-100=486, y-100=932, id=Seabreeze, entity-type=oil-tanker, value=10, speed=0.0, heading=244, direction=west, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=true, port-id=Jeju-si, previous-port=Nagasaki])
      197,2143: B1<-C11: target-info([day=3, hour=1, minute=15, total-minute=2955, latitude=33.667429, longitude=129.863333, x=14, y=9, x-100=1466, y-100=933, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=65, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      197,2144: B1<-C11: target-info([day=3, hour=1, minute=15, total-minute=2955, latitude=33.667429, longitude=127.005, x=4, y=9, x-100=486, y-100=933, id=Seabreeze, entity-type=oil-tanker, value=10, speed=3.0, heading=96, direction=east, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=none, previous-port=Jeju-si])
      198,2154: B1<-C11: target-info([day=3, hour=1, minute=30, total-minute=2970, latitude=33.665143, longitude=127.0225, x=4, y=9, x-100=492, y-100=934, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=96, direction=east, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=none, previous-port=Jeju-si])
      198,2155: B1<-C11: target-info([day=3, hour=1, minute=30, total-minute=2970, latitude=33.674286, longitude=129.877917, x=14, y=9, x-100=1471, y-100=930, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=65, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      199,2173: B1<-C11: target-info([day=3, hour=1, minute=45, total-minute=2985, latitude=33.662857, longitude=127.04, x=4, y=9, x-100=498, y-100=935, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=96, direction=east, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Jeju-si])
      199,2174: B1<-C11: target-info([day=3, hour=1, minute=45, total-minute=2985, latitude=33.681143, longitude=129.8925, x=14, y=9, x-100=1476, y-100=927, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=65, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      200,2183: B1<-C11: target-info([day=3, hour=2, minute=0, total-minute=3000, latitude=33.688, longitude=129.907083, x=14, y=9, x-100=1481, y-100=924, id=Shinkai, entity-type=oil-tanker, value=10, speed=6.0, heading=65, direction=east, cargo=refined petroleum, country=Japan, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Fukuoka, previous-port=Nagasaki])
      200,2184: B1<-C11: target-info([day=3, hour=2, minute=0, total-minute=3000, latitude=33.660571, longitude=127.0575, x=5, y=9, x-100=504, y-100=936, id=Seabreeze, entity-type=oil-tanker, value=10, speed=6.0, heading=96, direction=east, cargo=crude oil, country=South Korea, info-type=update-target, source-sensor=ais-sensor, port-achieved=false, port-id=Nagasaki, previous-port=Jeju-si])
